date,year,day,week,set,time_deployed,count,proportion_female,day_mean_CPUE,day_total_catch,day_WTMP,day_pres,day_WSPD
11/13/1997,1997,317,46,3,,2,NA,3,15,22.52272727,1014.163636,NA
11/13/1997,1997,317,46,4,,1,NA,3,15,22.52272727,1014.163636,NA
11/13/1997,1997,317,46,5,,0,NA,3,15,22.52272727,1014.163636,NA
10/14/1998,1998,287,42,1,,56,NA,213,1493,25.8,1013.614286,3.738095238
10/14/1998,1998,287,42,2,,53,NA,213,1493,25.8,1013.614286,3.738095238
10/14/1998,1998,287,42,3,,93,NA,213,1493,25.8,1013.614286,3.738095238
10/14/1998,1998,287,42,4,,354,NA,213,1493,25.8,1013.614286,3.738095238
10/14/1998,1998,287,42,5,,234,NA,213,1493,25.8,1013.614286,3.738095238
10/14/1998,1998,287,42,6,,692,NA,213,1493,25.8,1013.614286,3.738095238
10/14/1998,1998,287,42,7,,11,NA,213,1493,25.8,1013.614286,3.738095238
10/21/1998,1998,294,43,1,,611,NA,706,4233,24.63333333,1017.425,4.55
10/21/1998,1998,294,43,2,,337,NA,706,4233,24.63333333,1017.425,4.55
10/21/1998,1998,294,43,3,,457,NA,706,4233,24.63333333,1017.425,4.55
10/21/1998,1998,294,43,4,,521,NA,706,4233,24.63333333,1017.425,4.55
10/21/1998,1998,294,43,5,,583,NA,706,4233,24.63333333,1017.425,4.55
10/21/1998,1998,294,43,6,,1724,NA,706,4233,24.63333333,1017.425,4.55
10/28/1998,1998,301,44,1,,68,NA,118,829,24.7125,1016.15,2.804166667
10/28/1998,1998,301,44,2,,307,NA,118,829,24.7125,1016.15,2.804166667
10/28/1998,1998,301,44,3,,133,NA,118,829,24.7125,1016.15,2.804166667
10/28/1998,1998,301,44,4,,93,NA,118,829,24.7125,1016.15,2.804166667
10/28/1998,1998,301,44,5,,117,NA,118,829,24.7125,1016.15,2.804166667
10/28/1998,1998,301,44,6,,76,NA,118,829,24.7125,1016.15,2.804166667
10/28/1998,1998,301,44,7,,35,NA,118,829,24.7125,1016.15,2.804166667
11/5/1998,1998,309,45,1,,161,NA,102,711,23.65416667,1008.175,8.458333333
11/5/1998,1998,309,45,2,,0,NA,102,711,23.65416667,1008.175,8.458333333
11/5/1998,1998,309,45,3,,7,NA,102,711,23.65416667,1008.175,8.458333333
11/5/1998,1998,309,45,4,,188,NA,102,711,23.65416667,1008.175,8.458333333
11/5/1998,1998,309,45,5,,90,NA,102,711,23.65416667,1008.175,8.458333333
11/5/1998,1998,309,45,6,,68,NA,102,711,23.65416667,1008.175,8.458333333
11/5/1998,1998,309,45,7,,197,NA,102,711,23.65416667,1008.175,8.458333333
10/14/1999,1999,287,42,1,,55,NA,24,169,24.48333333,1012.779167,8.808333333
10/14/1999,1999,287,42,2,,16,NA,24,169,24.48333333,1012.779167,8.808333333
10/14/1999,1999,287,42,3,,5,NA,24,169,24.48333333,1012.779167,8.808333333
10/14/1999,1999,287,42,4,,62,NA,24,169,24.48333333,1012.779167,8.808333333
10/14/1999,1999,287,42,5,,2,NA,24,169,24.48333333,1012.779167,8.808333333
10/14/1999,1999,287,42,6,,29,NA,24,169,24.48333333,1012.779167,8.808333333
10/14/1999,1999,287,42,7,,0,NA,24,169,24.48333333,1012.779167,8.808333333
10/20/1999,1999,293,43,1,,54,NA,109,652,26.4625,1020.841667,5.754166667
10/20/1999,1999,293,43,2,,155,NA,109,652,26.4625,1020.841667,5.754166667
10/20/1999,1999,293,43,3,,64,NA,109,652,26.4625,1020.841667,5.754166667
10/20/1999,1999,293,43,4,,84,NA,109,652,26.4625,1020.841667,5.754166667
10/20/1999,1999,293,43,5,,224,NA,109,652,26.4625,1020.841667,5.754166667
10/20/1999,1999,293,43,6,,71,NA,109,652,26.4625,1020.841667,5.754166667
10/27/1999,1999,300,44,1,,2,NA,14,81,26.6,1018.233333,5.766666667
10/27/1999,1999,300,44,2,,0,NA,14,81,26.6,1018.233333,5.766666667
10/27/1999,1999,300,44,3,,2,NA,14,81,26.6,1018.233333,5.766666667
10/27/1999,1999,300,44,4,,41,NA,14,81,26.6,1018.233333,5.766666667
10/27/1999,1999,300,44,5,,33,NA,14,81,26.6,1018.233333,5.766666667
10/27/1999,1999,300,44,6,,3,NA,14,81,26.6,1018.233333,5.766666667
11/4/1999,1999,308,45,1,,46,NA,56,391,25.175,1023.375,7.375
11/4/1999,1999,308,45,2,,94,NA,56,391,25.175,1023.375,7.375
11/4/1999,1999,308,45,3,,10,NA,56,391,25.175,1023.375,7.375
11/4/1999,1999,308,45,4,,6,NA,56,391,25.175,1023.375,7.375
11/4/1999,1999,308,45,5,,40,NA,56,391,25.175,1023.375,7.375
11/4/1999,1999,308,45,6,,52,NA,56,391,25.175,1023.375,7.375
11/4/1999,1999,308,45,7,,143,NA,56,391,25.175,1023.375,7.375
10/11/2000,2000,285,42,1,,107,NA,473,3310,24.50416667,1022.25,4.679166667
10/11/2000,2000,285,42,2,,134,NA,473,3310,24.50416667,1022.25,4.679166667
10/11/2000,2000,285,42,3,,214,NA,473,3310,24.50416667,1022.25,4.679166667
10/11/2000,2000,285,42,4,,273,NA,473,3310,24.50416667,1022.25,4.679166667
10/11/2000,2000,285,42,5,,985,NA,473,3310,24.50416667,1022.25,4.679166667
10/11/2000,2000,285,42,6,,27,NA,473,3310,24.50416667,1022.25,4.679166667
10/11/2000,2000,285,42,7,,1570,NA,473,3310,24.50416667,1022.25,4.679166667
10/20/2000,2000,294,43,1,,19,NA,39,231,24.225,1022.466667,5.575
10/20/2000,2000,294,43,2,,71,NA,39,231,24.225,1022.466667,5.575
10/20/2000,2000,294,43,3,,140,NA,39,231,24.225,1022.466667,5.575
10/20/2000,2000,294,43,4,,1,NA,39,231,24.225,1022.466667,5.575
10/20/2000,2000,294,43,5,,0,NA,39,231,24.225,1022.466667,5.575
10/20/2000,2000,294,43,6,,0,NA,39,231,24.225,1022.466667,5.575
10/25/2000,2000,299,44,1,,43,NA,62,437,23.715,1023.035,5.895
10/25/2000,2000,299,44,2,,123,NA,62,437,23.715,1023.035,5.895
10/25/2000,2000,299,44,3,,103,NA,62,437,23.715,1023.035,5.895
10/25/2000,2000,299,44,4,,13,NA,62,437,23.715,1023.035,5.895
10/25/2000,2000,299,44,5,,74,NA,62,437,23.715,1023.035,5.895
10/25/2000,2000,299,44,6,,57,NA,62,437,23.715,1023.035,5.895
10/25/2000,2000,299,44,7,,24,NA,62,437,23.715,1023.035,5.895
11/2/2000,2000,307,45,1,,40,NA,31,185,22.275,1014.904167,9.720833333
11/2/2000,2000,307,45,2,,10,NA,31,185,22.275,1014.904167,9.720833333
11/2/2000,2000,307,45,3,,118,NA,31,185,22.275,1014.904167,9.720833333
11/2/2000,2000,307,45,4,,17,NA,31,185,22.275,1014.904167,9.720833333
11/2/2000,2000,307,45,5,,0,NA,31,185,22.275,1014.904167,9.720833333
11/2/2000,2000,307,45,6,,0,NA,31,185,22.275,1014.904167,9.720833333
11/9/2000,2000,314,46,1,,17,NA,647,4532,22.17083333,1014.166667,3.054166667
11/9/2000,2000,314,46,2,,24,NA,647,4532,22.17083333,1014.166667,3.054166667
11/9/2000,2000,314,46,3,,81,NA,647,4532,22.17083333,1014.166667,3.054166667
11/9/2000,2000,314,46,4,,9,NA,647,4532,22.17083333,1014.166667,3.054166667
11/9/2000,2000,314,46,5,,103,NA,647,4532,22.17083333,1014.166667,3.054166667
11/9/2000,2000,314,46,6,,28,NA,647,4532,22.17083333,1014.166667,3.054166667
11/9/2000,2000,314,46,7,,4270,NA,647,4532,22.17083333,1014.166667,3.054166667
10/10/2001,2001,283,41,1,,40,NA,462,2770,23.82083333,1030.991667,7.4875
10/10/2001,2001,283,41,2,,578,NA,462,2770,23.82083333,1030.991667,7.4875
10/10/2001,2001,283,41,3,,1968,NA,462,2770,23.82083333,1030.991667,7.4875
10/10/2001,2001,283,41,4,,3,NA,462,2770,23.82083333,1030.991667,7.4875
10/10/2001,2001,283,41,5,,162,NA,462,2770,23.82083333,1030.991667,7.4875
10/10/2001,2001,283,41,6,,19,NA,462,2770,23.82083333,1030.991667,7.4875
10/17/2001,2001,290,42,1,,763,NA,777,3107,23.92916667,1014.529167,8.0375
10/17/2001,2001,290,42,2,,474,NA,777,3107,23.92916667,1014.529167,8.0375
10/17/2001,2001,290,42,3,,457,NA,777,3107,23.92916667,1014.529167,8.0375
10/17/2001,2001,290,42,4,,1413,NA,777,3107,23.92916667,1014.529167,8.0375
10/24/2001,2001,297,43,1,,585,NA,482,3376,23.74166667,1013.154167,7.308333333
10/24/2001,2001,297,43,2,,691,NA,482,3376,23.74166667,1013.154167,7.308333333
10/24/2001,2001,297,43,3,,818,NA,482,3376,23.74166667,1013.154167,7.308333333
10/24/2001,2001,297,43,4,,96,NA,482,3376,23.74166667,1013.154167,7.308333333
10/24/2001,2001,297,43,5,,287,NA,482,3376,23.74166667,1013.154167,7.308333333
10/24/2001,2001,297,43,6,,899,NA,482,3376,23.74166667,1013.154167,7.308333333
10/24/2001,2001,297,43,7,,0,NA,482,3376,23.74166667,1013.154167,7.308333333
11/1/2001,2001,305,44,1,,1114,NA,1056,6333,22.92083333,1028.854167,5.570833333
11/1/2001,2001,305,44,2,,1080,NA,1056,6333,22.92083333,1028.854167,5.570833333
11/1/2001,2001,305,44,3,,296,NA,1056,6333,22.92083333,1028.854167,5.570833333
11/1/2001,2001,305,44,4,,644,NA,1056,6333,22.92083333,1028.854167,5.570833333
11/1/2001,2001,305,44,5,,1778,NA,1056,6333,22.92083333,1028.854167,5.570833333
11/1/2001,2001,305,44,6,,1421,NA,1056,6333,22.92083333,1028.854167,5.570833333
11/8/2001,2001,312,45,1,,2,NA,144,863,22.86666667,1021.2125,6.5125
11/8/2001,2001,312,45,2,,61,NA,144,863,22.86666667,1021.2125,6.5125
11/8/2001,2001,312,45,3,,420,NA,144,863,22.86666667,1021.2125,6.5125
11/8/2001,2001,312,45,4,,154,NA,144,863,22.86666667,1021.2125,6.5125
11/8/2001,2001,312,45,5,,208,NA,144,863,22.86666667,1021.2125,6.5125
11/8/2001,2001,312,45,6,,18,NA,144,863,22.86666667,1021.2125,6.5125
10/9/2002,2002,282,41,1,,11,NA,113,679,26.8,1019.041667,8.933333333
10/9/2002,2002,282,41,2,,317,NA,113,679,26.8,1019.041667,8.933333333
10/9/2002,2002,282,41,3,,114,NA,113,679,26.8,1019.041667,8.933333333
10/9/2002,2002,282,41,4,,152,NA,113,679,26.8,1019.041667,8.933333333
10/9/2002,2002,282,41,5,,3,NA,113,679,26.8,1019.041667,8.933333333
10/9/2002,2002,282,41,6,,82,NA,113,679,26.8,1019.041667,8.933333333
10/16/2002,2002,289,42,1,,205,NA,719,4311,25.925,1003.654167,11.86666667
10/16/2002,2002,289,42,2,,301,NA,719,4311,25.925,1003.654167,11.86666667
10/16/2002,2002,289,42,3,,1303,NA,719,4311,25.925,1003.654167,11.86666667
10/16/2002,2002,289,42,4,,1221,NA,719,4311,25.925,1003.654167,11.86666667
10/16/2002,2002,289,42,5,,1144,NA,719,4311,25.925,1003.654167,11.86666667
10/16/2002,2002,289,42,6,,137,NA,719,4311,25.925,1003.654167,11.86666667
10/23/2002,2002,296,43,1,,276,NA,383,2295,25.10833333,1019.204167,6.329166667
10/23/2002,2002,296,43,2,,451,NA,383,2295,25.10833333,1019.204167,6.329166667
10/23/2002,2002,296,43,3,,367,NA,383,2295,25.10833333,1019.204167,6.329166667
10/23/2002,2002,296,43,4,,576,NA,383,2295,25.10833333,1019.204167,6.329166667
10/23/2002,2002,296,43,5,,60,NA,383,2295,25.10833333,1019.204167,6.329166667
10/23/2002,2002,296,43,6,,565,NA,383,2295,25.10833333,1019.204167,6.329166667
10/31/2002,2002,304,44,1,,86,NA,788,4730,24.63333333,1006.341667,12.02083333
10/31/2002,2002,304,44,2,,42,NA,788,4730,24.63333333,1006.341667,12.02083333
10/31/2002,2002,304,44,3,,328,NA,788,4730,24.63333333,1006.341667,12.02083333
10/31/2002,2002,304,44,4,,1764,NA,788,4730,24.63333333,1006.341667,12.02083333
10/31/2002,2002,304,44,5,,1282,NA,788,4730,24.63333333,1006.341667,12.02083333
10/31/2002,2002,304,44,6,,1228,NA,788,4730,24.63333333,1006.341667,12.02083333
11/6/2002,2002,310,45,1,,103,NA,164,1146,23.5375,1005.420833,13.1375
11/6/2002,2002,310,45,2,,98,NA,164,1146,23.5375,1005.420833,13.1375
11/6/2002,2002,310,45,3,,595,NA,164,1146,23.5375,1005.420833,13.1375
11/6/2002,2002,310,45,4,,155,NA,164,1146,23.5375,1005.420833,13.1375
11/6/2002,2002,310,45,5,,87,NA,164,1146,23.5375,1005.420833,13.1375
11/6/2002,2002,310,45,6,,3,NA,164,1146,23.5375,1005.420833,13.1375
11/6/2002,2002,310,45,7,,105,NA,164,1146,23.5375,1005.420833,13.1375
10/8/2003,2003,281,41,1,,14,NA,74,443,25.775,1022.166667,5.783333333
10/8/2003,2003,281,41,2,,14,NA,74,443,25.775,1022.166667,5.783333333
10/8/2003,2003,281,41,3,,56,NA,74,443,25.775,1022.166667,5.783333333
10/8/2003,2003,281,41,4,,133,NA,74,443,25.775,1022.166667,5.783333333
10/8/2003,2003,281,41,5,,107,NA,74,443,25.775,1022.166667,5.783333333
10/8/2003,2003,281,41,6,,119,NA,74,443,25.775,1022.166667,5.783333333
10/15/2003,2003,288,42,1,,65,NA,61,426,25.45833333,1004.558333,11.52083333
10/15/2003,2003,288,42,2,,24,NA,61,426,25.45833333,1004.558333,11.52083333
10/15/2003,2003,288,42,3,,58,NA,61,426,25.45833333,1004.558333,11.52083333
10/15/2003,2003,288,42,4,,17,NA,61,426,25.45833333,1004.558333,11.52083333
10/15/2003,2003,288,42,5,,148,NA,61,426,25.45833333,1004.558333,11.52083333
10/15/2003,2003,288,42,6,,93,NA,61,426,25.45833333,1004.558333,11.52083333
10/15/2003,2003,288,42,7,,21,NA,61,426,25.45833333,1004.558333,11.52083333
10/22/2003,2003,295,43,1,,369,NA,457,2744,25.175,1000.125,9.954166667
10/22/2003,2003,295,43,2,,310,NA,457,2744,25.175,1000.125,9.954166667
10/22/2003,2003,295,43,3,,271,NA,457,2744,25.175,1000.125,9.954166667
10/22/2003,2003,295,43,4,,687,NA,457,2744,25.175,1000.125,9.954166667
10/22/2003,2003,295,43,5,,814,NA,457,2744,25.175,1000.125,9.954166667
10/22/2003,2003,295,43,6,,293,NA,457,2744,25.175,1000.125,9.954166667
10/29/2003,2003,302,44,1,,149,NA,55,275,24.33333333,1008.495833,10.4875
10/29/2003,2003,302,44,2,,1,NA,55,275,24.33333333,1008.495833,10.4875
10/29/2003,2003,302,44,3,,124,NA,55,275,24.33333333,1008.495833,10.4875
10/29/2003,2003,302,44,4,,0,NA,55,275,24.33333333,1008.495833,10.4875
10/29/2003,2003,302,44,5,,1,NA,55,275,24.33333333,1008.495833,10.4875
11/6/2003,2003,310,45,1,,633,NA,975,4876,24.4625,1021.054167,7.804166667
11/6/2003,2003,310,45,2,,1013,NA,975,4876,24.4625,1021.054167,7.804166667
11/6/2003,2003,310,45,3,,1929,NA,975,4876,24.4625,1021.054167,7.804166667
11/6/2003,2003,310,45,4,,858,NA,975,4876,24.4625,1021.054167,7.804166667
11/6/2003,2003,310,45,5,,443,NA,975,4876,24.4625,1021.054167,7.804166667
10/6/2004,2004,280,41,1,,14,NA,100,602,25.8,1022.908333,7.75
10/6/2004,2004,280,41,2,,53,NA,100,602,25.8,1022.908333,7.75
10/6/2004,2004,280,41,3,,282,NA,100,602,25.8,1022.908333,7.75
10/6/2004,2004,280,41,4,,105,NA,100,602,25.8,1022.908333,7.75
10/6/2004,2004,280,41,5,,61,NA,100,602,25.8,1022.908333,7.75
10/6/2004,2004,280,41,6,,87,NA,100,602,25.8,1022.908333,7.75
10/13/2004,2004,287,42,1,,18,NA,681,4084,24.975,1007.579167,6.433333333
10/13/2004,2004,287,42,2,,337,NA,681,4084,24.975,1007.579167,6.433333333
10/13/2004,2004,287,42,3,,232,NA,681,4084,24.975,1007.579167,6.433333333
10/13/2004,2004,287,42,4,,470,NA,681,4084,24.975,1007.579167,6.433333333
10/13/2004,2004,287,42,5,,2579,NA,681,4084,24.975,1007.579167,6.433333333
10/13/2004,2004,287,42,6,,448,NA,681,4084,24.975,1007.579167,6.433333333
10/20/2004,2004,294,43,1,,567,NA,592,3549,24.52083333,1013.054167,8.858333333
10/20/2004,2004,294,43,2,,2012,NA,592,3549,24.52083333,1013.054167,8.858333333
10/20/2004,2004,294,43,3,,725,NA,592,3549,24.52083333,1013.054167,8.858333333
10/20/2004,2004,294,43,4,,185,NA,592,3549,24.52083333,1013.054167,8.858333333
10/20/2004,2004,294,43,5,,52,NA,592,3549,24.52083333,1013.054167,8.858333333
10/20/2004,2004,294,43,6,,8,NA,592,3549,24.52083333,1013.054167,8.858333333
10/28/2004,2004,302,44,1,,30,NA,62,372,23.84583333,1019.354167,6.804166667
10/28/2004,2004,302,44,2,,28,NA,62,372,23.84583333,1019.354167,6.804166667
10/28/2004,2004,302,44,3,,59,NA,62,372,23.84583333,1019.354167,6.804166667
10/28/2004,2004,302,44,4,,5,NA,62,372,23.84583333,1019.354167,6.804166667
10/28/2004,2004,302,44,5,,137,NA,62,372,23.84583333,1019.354167,6.804166667
10/28/2004,2004,302,44,6,,113,NA,62,372,23.84583333,1019.354167,6.804166667
11/3/2004,2004,308,45,1,,1226,NA,856,5136,23.60833333,1016.266667,8.220833333
11/3/2004,2004,308,45,2,,512,NA,856,5136,23.60833333,1016.266667,8.220833333
11/3/2004,2004,308,45,3,,887,NA,856,5136,23.60833333,1016.266667,8.220833333
11/3/2004,2004,308,45,4,,293,NA,856,5136,23.60833333,1016.266667,8.220833333
11/3/2004,2004,308,45,5,,1460,NA,856,5136,23.60833333,1016.266667,8.220833333
11/3/2004,2004,308,45,6,,758,NA,856,5136,23.60833333,1016.266667,8.220833333
11/10/2004,2004,315,46,1,,367,NA,184,1101,23,1028.808333,8.595833333
11/10/2004,2004,315,46,2,,184,NA,184,1101,23,1028.808333,8.595833333
11/10/2004,2004,315,46,3,,5,NA,184,1101,23,1028.808333,8.595833333
11/10/2004,2004,315,46,4,,46,NA,184,1101,23,1028.808333,8.595833333
11/10/2004,2004,315,46,5,,374,NA,184,1101,23,1028.808333,8.595833333
11/10/2004,2004,315,46,6,,125,NA,184,1101,23,1028.808333,8.595833333
10/5/2005,2005,278,41,1,,25,NA,50,250,28.03125,1007.16875,11.38333333
10/5/2005,2005,278,41,2,,54,NA,50,250,28.03125,1007.16875,11.38333333
10/5/2005,2005,278,41,3,,64,NA,50,250,28.03125,1007.16875,11.38333333
10/5/2005,2005,278,41,4,,80,NA,50,250,28.03125,1007.16875,11.38333333
10/5/2005,2005,278,41,5,,27,NA,50,250,28.03125,1007.16875,11.38333333
10/12/2005,2005,285,42,1,,20,NA,100,600,29.07916667,1010.172917,2.5875
10/12/2005,2005,285,42,2,,70,NA,100,600,29.07916667,1010.172917,2.5875
10/12/2005,2005,285,42,3,,18,NA,100,600,29.07916667,1010.172917,2.5875
10/12/2005,2005,285,42,4,,292,NA,100,600,29.07916667,1010.172917,2.5875
10/12/2005,2005,285,42,5,,39,NA,100,600,29.07916667,1010.172917,2.5875
10/12/2005,2005,285,42,6,,161,NA,100,600,29.07916667,1010.172917,2.5875
10/19/2005,2005,292,43,1,,44,NA,104,624,27.60208333,1015.710417,5.88125
10/19/2005,2005,292,43,2,,59,NA,104,624,27.60208333,1015.710417,5.88125
10/19/2005,2005,292,43,3,,168,NA,104,624,27.60208333,1015.710417,5.88125
10/19/2005,2005,292,43,4,,168,NA,104,624,27.60208333,1015.710417,5.88125
10/19/2005,2005,292,43,5,,159,NA,104,624,27.60208333,1015.710417,5.88125
10/19/2005,2005,292,43,6,,26,NA,104,624,27.60208333,1015.710417,5.88125
10/27/2005,2005,300,44,1,,150,NA,390,2340,26.70208333,1019.083333,2.879166667
10/27/2005,2005,300,44,2,,155,NA,390,2340,26.70208333,1019.083333,2.879166667
10/27/2005,2005,300,44,3,,444,NA,390,2340,26.70208333,1019.083333,2.879166667
10/27/2005,2005,300,44,4,,864,NA,390,2340,26.70208333,1019.083333,2.879166667
10/27/2005,2005,300,44,5,,241,NA,390,2340,26.70208333,1019.083333,2.879166667
10/27/2005,2005,300,44,6,,486,NA,390,2340,26.70208333,1019.083333,2.879166667
11/2/2005,2005,306,45,1,,196,NA,266,1598,25.53333333,1015.775,8.23125
11/2/2005,2005,306,45,2,,215,NA,266,1598,25.53333333,1015.775,8.23125
11/2/2005,2005,306,45,3,,782,NA,266,1598,25.53333333,1015.775,8.23125
11/2/2005,2005,306,45,4,,282,NA,266,1598,25.53333333,1015.775,8.23125
11/2/2005,2005,306,45,5,,31,NA,266,1598,25.53333333,1015.775,8.23125
11/2/2005,2005,306,45,6,,92,NA,266,1598,25.53333333,1015.775,8.23125
11/9/2005,2005,313,46,1,,566,NA,290,1448,25.91041667,1020.635417,4.216666667
11/9/2005,2005,313,46,2,,245,NA,290,1448,25.91041667,1020.635417,4.216666667
11/9/2005,2005,313,46,3,,153,NA,290,1448,25.91041667,1020.635417,4.216666667
11/9/2005,2005,313,46,4,,126,NA,290,1448,25.91041667,1020.635417,4.216666667
11/9/2005,2005,313,46,5,,358,NA,290,1448,25.91041667,1020.635417,4.216666667
10/11/2006,2006,284,41,1,,394,NA,309,1855,27.1625,1010.666667,4.754166667
10/11/2006,2006,284,41,2,,530,NA,309,1855,27.1625,1010.666667,4.754166667
10/11/2006,2006,284,41,3,,346,NA,309,1855,27.1625,1010.666667,4.754166667
10/11/2006,2006,284,41,4,,128,NA,309,1855,27.1625,1010.666667,4.754166667
10/11/2006,2006,284,41,5,,196,NA,309,1855,27.1625,1010.666667,4.754166667
10/11/2006,2006,284,41,6,,261,NA,309,1855,27.1625,1010.666667,4.754166667
10/18/2006,2006,291,42,1,,160,NA,327,1959,26.2125,1012.5375,7.995833333
10/18/2006,2006,291,42,2,,155,NA,327,1959,26.2125,1012.5375,7.995833333
10/18/2006,2006,291,42,3,,317,NA,327,1959,26.2125,1012.5375,7.995833333
10/18/2006,2006,291,42,4,,147,NA,327,1959,26.2125,1012.5375,7.995833333
10/18/2006,2006,291,42,5,,571,NA,327,1959,26.2125,1012.5375,7.995833333
10/18/2006,2006,291,42,6,,609,NA,327,1959,26.2125,1012.5375,7.995833333
10/26/2006,2006,299,43,1,,102,NA,532,3191,24.0875,1023.675,4.870833333
10/26/2006,2006,299,43,2,,122,NA,532,3191,24.0875,1023.675,4.870833333
10/26/2006,2006,299,43,3,,1189,NA,532,3191,24.0875,1023.675,4.870833333
10/26/2006,2006,299,43,4,,1018,NA,532,3191,24.0875,1023.675,4.870833333
10/26/2006,2006,299,43,5,,513,NA,532,3191,24.0875,1023.675,4.870833333
10/26/2006,2006,299,43,6,,247,NA,532,3191,24.0875,1023.675,4.870833333
11/1/2006,2006,305,44,1,,32,NA,388,2330,23.85,1018.745833,4.025
11/1/2006,2006,305,44,2,,66,NA,388,2330,23.85,1018.745833,4.025
11/1/2006,2006,305,44,3,,321,NA,388,2330,23.85,1018.745833,4.025
11/1/2006,2006,305,44,4,,321,NA,388,2330,23.85,1018.745833,4.025
11/1/2006,2006,305,44,5,,652,NA,388,2330,23.85,1018.745833,4.025
11/1/2006,2006,305,44,6,,938,NA,388,2330,23.85,1018.745833,4.025
11/9/2006,2006,313,45,1,,41,NA,109,543,23.82083333,1004.775,8.658333333
11/9/2006,2006,313,45,2,,114,NA,109,543,23.82083333,1004.775,8.658333333
11/9/2006,2006,313,45,3,,53,NA,109,543,23.82083333,1004.775,8.658333333
11/9/2006,2006,313,45,4,,66,NA,109,543,23.82083333,1004.775,8.658333333
11/9/2006,2006,313,45,5,,269,NA,109,543,23.82083333,1004.775,8.658333333
10/9/2007,2007,282,41,1,,100,NA,78,465,27.42916667,1014.0625,5.7625
10/9/2007,2007,282,41,2,,41,NA,78,465,27.42916667,1014.0625,5.7625
10/9/2007,2007,282,41,3,,10,NA,78,465,27.42916667,1014.0625,5.7625
10/9/2007,2007,282,41,4,,42,NA,78,465,27.42916667,1014.0625,5.7625
10/9/2007,2007,282,41,5,,141,NA,78,465,27.42916667,1014.0625,5.7625
10/9/2007,2007,282,41,6,,131,NA,78,465,27.42916667,1014.0625,5.7625
10/17/2007,2007,290,42,1,,46,NA,39,232,26.69166667,1018.116667,4.3
10/17/2007,2007,290,42,2,,53,NA,39,232,26.69166667,1018.116667,4.3
10/17/2007,2007,290,42,3,,18,NA,39,232,26.69166667,1018.116667,4.3
10/17/2007,2007,290,42,4,,12,NA,39,232,26.69166667,1018.116667,4.3
10/17/2007,2007,290,42,5,,99,NA,39,232,26.69166667,1018.116667,4.3
10/17/2007,2007,290,42,6,,4,NA,39,232,26.69166667,1018.116667,4.3
10/24/2007,2007,297,43,1,,247,NA,305,1828,26.325,1011.3375,9.375
10/24/2007,2007,297,43,2,,204,NA,305,1828,26.325,1011.3375,9.375
10/24/2007,2007,297,43,3,,592,NA,305,1828,26.325,1011.3375,9.375
10/24/2007,2007,297,43,4,,449,NA,305,1828,26.325,1011.3375,9.375
10/24/2007,2007,297,43,5,,62,NA,305,1828,26.325,1011.3375,9.375
10/24/2007,2007,297,43,6,,274,NA,305,1828,26.325,1011.3375,9.375
11/1/2007,2007,305,44,1,,313,NA,427,2137,24.86521739,1016.813043,7.769565217
11/1/2007,2007,305,44,2,,205,NA,427,2137,24.86521739,1016.813043,7.769565217
11/1/2007,2007,305,44,3,,1194,NA,427,2137,24.86521739,1016.813043,7.769565217
11/1/2007,2007,305,44,4,,304,NA,427,2137,24.86521739,1016.813043,7.769565217
11/1/2007,2007,305,44,5,,121,NA,427,2137,24.86521739,1016.813043,7.769565217
11/7/2007,2007,311,45,1,,8,NA,16,80,22.80416667,1018.8625,9.941666667
11/7/2007,2007,311,45,2,,51,NA,16,80,22.80416667,1018.8625,9.941666667
11/7/2007,2007,311,45,3,,0,NA,16,80,22.80416667,1018.8625,9.941666667
11/7/2007,2007,311,45,4,,1,NA,16,80,22.80416667,1018.8625,9.941666667
11/7/2007,2007,311,45,5,,20,NA,16,80,22.80416667,1018.8625,9.941666667
10/9/2008,2008,283,41,1,,48,NA,150,902,25.44583333,1015.579167,7.175
10/9/2008,2008,283,41,2,,85,NA,150,902,25.44583333,1015.579167,7.175
10/9/2008,2008,283,41,3,,96,NA,150,902,25.44583333,1015.579167,7.175
10/9/2008,2008,283,41,4,,37,NA,150,902,25.44583333,1015.579167,7.175
10/9/2008,2008,283,41,5,,483,NA,150,902,25.44583333,1015.579167,7.175
10/9/2008,2008,283,41,6,,153,NA,150,902,25.44583333,1015.579167,7.175
10/15/2008,2008,289,42,1,,264,NA,56,334,25.95833333,1020.754167,3.475
10/15/2008,2008,289,42,2,,2,NA,56,334,25.95833333,1020.754167,3.475
10/15/2008,2008,289,42,3,,19,NA,56,334,25.95833333,1020.754167,3.475
10/15/2008,2008,289,42,4,,0,NA,56,334,25.95833333,1020.754167,3.475
10/15/2008,2008,289,42,5,,20,NA,56,334,25.95833333,1020.754167,3.475
10/15/2008,2008,289,42,6,,29,NA,56,334,25.95833333,1020.754167,3.475
10/22/2008,2008,296,43,1,,678,NA,321,1923,23.07083333,1022.491667,8.4625
10/22/2008,2008,296,43,2,,234,NA,321,1923,23.07083333,1022.491667,8.4625
10/22/2008,2008,296,43,3,,264,NA,321,1923,23.07083333,1022.491667,8.4625
10/22/2008,2008,296,43,4,,506,NA,321,1923,23.07083333,1022.491667,8.4625
10/22/2008,2008,296,43,5,,108,NA,321,1923,23.07083333,1022.491667,8.4625
10/22/2008,2008,296,43,6,,133,NA,321,1923,23.07083333,1022.491667,8.4625
